id,CPU clock(MHZ),CPU usage(%),vedio memory(MB),GPU usage(%),memory(MB),FPS,Type
11708,1631,18,853,16,1274,5,0
11709,1266,21,856,15,1224,8,0
11710,1163,17,848,11,1224,6,0
11711,1037,31,789,13,1226,7,0
11712,1474,19,883,12,1117,5,0
11713,1764,21,850,15,1160,6,0
11714,1587,26,863,14,1131,6,0
11715,1336,25,855,16,1189,9,0
11716,1546,26,822,9,1289,7,0
11717,1404,21,889,17,1256,9,0
11718,1183,20,902,7,1108,3,0
11719,1578,26,899,19,1151,6,0
11720,1332,29,814,13,1230,8,0
11721,1088,23,893,17,1107,7,0
11722,1322,17,912,13,1269,3,0
11723,1118,17,890,7,1254,6,0
11724,1447,26,787,11,1194,5,0
11725,1478,18,877,15,1263,7,0
11726,1631,23,910,12,1162,5,0
11727,1184,24,885,17,1124,3,0
11728,1156,27,864,7,1161,9,0
11729,1379,25,807,8,1249,9,0
11730,1036,28,859,15,1282,9,0
11731,1170,17,888,15,1161,9,0
11732,1350,24,800,17,1277,7,0
11733,1755,31,831,6,1270,3,0
11734,1041,22,889,16,1107,7,0
11735,1042,30,796,12,1224,6,0
11736,1370,29,781,14,1179,3,0
11737,1713,26,878,15,1120,10,0
11738,1766,22,789,14,1262,10,0
11739,1514,17,884,6,1271,4,0
11740,1751,18,807,8,1285,7,0
11741,1739,31,836,17,1259,9,0
11742,1756,25,836,8,1171,6,0
11743,1564,27,854,5,1108,4,0
11744,1694,17,816,7,1243,3,0
11745,1046,29,872,12,1176,9,0
11746,1608,25,781,12,1215,10,0
11747,1156,22,870,7,1231,9,0
11748,1160,24,910,14,1158,10,0
11749,1201,30,784,10,1187,9,0
11750,1735,21,802,10,1231,6,0
11751,1750,33,894,15,1207,10,0
11752,1683,31,841,6,1153,10,0
11753,1116,21,846,5,1225,9,0
11754,1640,33,883,17,1154,9,0
11755,1607,17,801,11,1200,8,0
11756,1224,18,832,19,1143,3,0
11757,1604,28,809,18,1211,10,0
11758,1676,22,826,14,1176,4,0
11759,1755,30,827,17,1252,3,0
11760,1033,17,893,12,1113,5,0
11761,1710,25,848,11,1239,6,0
11762,1317,30,786,13,1157,7,0
11763,1285,33,799,13,1144,8,0
11764,1431,32,804,17,1148,4,0
11765,1084,24,779,13,1219,9,0
11766,1003,25,781,7,1156,7,0
11767,1294,17,840,6,1196,6,0
11768,1731,18,890,18,1127,4,0
11769,1672,25,892,7,1212,9,0
11770,1528,28,806,9,1119,3,0
11771,1765,22,795,14,1108,10,0
11772,1318,31,790,15,1224,8,0
11773,1615,25,817,9,1169,8,0
11774,1269,31,809,10,1105,4,0
11775,1105,26,862,17,1102,9,0
11776,1591,19,846,8,1159,4,0
11777,1282,21,797,10,1278,9,0
11778,1175,28,878,13,1210,8,0
11779,1280,32,780,16,1187,7,0
11780,1259,33,830,6,1133,6,0
11781,1491,20,808,10,1222,6,0
11782,1045,24,902,12,1228,9,0
11783,1502,29,828,19,1229,5,0
11784,1360,23,845,12,1236,5,0
11785,1197,17,829,6,1149,4,0
11786,1588,32,818,18,1115,4,0
11787,1365,33,809,19,1229,5,0
11788,1290,33,864,7,1265,6,0
11789,1351,31,868,12,1222,8,0
11790,1447,28,828,8,1185,8,0
11791,1415,22,810,12,1132,6,0
11792,1343,24,783,19,1239,3,0
11793,1020,27,793,19,1229,5,0
11794,1445,22,860,14,1192,8,0
11795,1127,23,870,10,1268,4,0
11796,1735,22,813,7,1283,5,0
11797,1719,32,856,13,1148,6,0
11798,1133,20,902,11,1105,10,0
11799,1169,17,794,14,1261,10,0
11800,1403,28,827,8,1218,5,0
11801,1193,22,886,11,1289,6,0
11802,1517,30,881,15,1147,9,0
11803,1013,31,795,16,1149,4,0
11804,1277,24,892,5,1100,9,0
11805,1334,33,848,18,1244,7,0
11806,1019,27,807,11,1240,9,0
11807,1237,18,898,19,1164,6,0
11808,1475,32,859,18,1209,3,0
11809,1705,30,844,19,1142,5,0
11810,1771,21,903,15,1202,10,0
11811,1722,20,910,9,1115,4,0
11812,1547,26,780,10,1230,10,0
11813,1143,32,911,6,1257,10,0
11814,1766,24,853,16,1213,6,0
11815,1243,28,868,12,1199,10,0
11816,1229,20,853,5,1192,5,0
11817,1262,23,893,15,1202,4,0
11818,1148,26,882,18,1261,9,0
11819,1508,23,910,7,1180,4,0
11820,1132,20,853,6,1141,6,0
11821,1086,32,855,7,1253,4,0
11822,1154,25,797,8,1183,6,0
11823,1390,28,824,6,1251,8,0
11824,1162,17,824,19,1133,4,0
11825,1598,19,820,17,1223,5,0
11826,1376,30,912,10,1178,3,0
11827,1678,17,795,11,1219,4,0
11828,1548,27,870,14,1153,5,0
11829,1724,33,818,18,1265,8,0
11830,1015,28,852,9,1235,10,0
11831,1563,25,812,16,1201,10,0
11832,1251,21,810,13,1160,4,0
11833,1513,26,821,17,1193,10,0
11834,1255,20,872,13,1259,7,0
11835,1378,31,813,8,1189,4,0
11836,1587,22,796,10,1265,9,0
11837,1260,19,782,14,1124,10,0
11838,1111,19,820,14,1225,6,0
11839,1035,18,883,12,1232,3,0
11840,1477,20,871,9,1172,5,0
11841,1274,33,889,6,1210,6,0
11842,1375,21,785,6,1272,6,0
11843,1738,21,795,5,1286,7,0
11844,1331,33,903,12,1115,6,0
11845,1679,22,780,8,1154,10,0
11846,1465,31,779,11,1236,6,0
11847,1104,32,859,8,1257,7,0
11848,1450,19,900,18,1110,6,0
11849,1589,33,863,10,1124,3,0
11850,1184,26,857,11,1157,9,0
11851,1672,26,801,8,1222,6,0
11852,1495,19,783,8,1246,7,0
11853,1036,28,886,17,1136,9,0
11854,1130,24,880,17,1236,4,0
11855,1257,24,807,13,1121,8,0
11856,1527,24,832,6,1244,8,0
11857,1701,27,870,17,1166,10,0
11858,1590,28,878,19,1154,3,0
11859,1671,29,909,17,1285,7,0
11860,1359,23,855,15,1155,10,0
11861,1526,25,781,11,1230,10,0
11862,1209,28,850,17,1146,9,0
11863,1459,24,869,13,1272,3,0
11864,1266,17,849,15,1231,3,0
11865,1095,26,791,15,1175,10,0
11866,1708,31,900,6,1259,4,0
11867,1632,18,817,7,1168,6,0
11868,1661,30,789,13,1170,9,0
11869,1649,29,875,7,1215,4,0
11870,1163,22,909,9,1227,3,0
11871,1481,23,906,14,1186,6,0
11872,1749,17,827,11,1105,7,0
11873,1456,29,828,14,1254,10,0
11874,1150,25,897,16,1114,6,0
11875,1179,32,814,9,1111,8,0
11876,1264,21,864,5,1229,3,0
11877,1106,26,869,19,1106,6,0
11878,1319,24,823,7,1209,5,0
11879,1073,27,804,9,1154,9,0
11880,1308,22,905,17,1188,3,0
11881,1549,28,850,10,1215,4,0
11882,1370,20,846,11,1107,7,0
11883,1441,32,789,7,1196,10,0
11884,1502,17,888,8,1168,5,0
11885,1642,32,906,19,1257,8,0
11886,1017,24,885,15,1218,3,0
11887,1118,28,829,17,1170,5,0
11888,1559,23,878,7,1157,8,0
11889,1755,17,817,10,1174,9,0
11890,1429,25,873,8,1153,6,0
11891,1637,29,910,18,1186,4,0
11892,1295,23,844,7,1159,5,0
11893,1156,27,879,6,1124,7,0
11894,1347,26,909,16,1288,9,0
11895,1339,22,819,6,1104,6,0
11896,1579,23,808,10,1200,7,0
11897,1076,31,850,18,1165,4,0
11898,1429,22,793,8,1225,8,0
11899,1649,18,806,5,1263,10,0
11900,1374,30,797,5,1150,7,0
11901,1125,32,801,13,1174,7,0
11902,1087,25,857,14,1162,9,0
11903,1372,24,806,6,1263,9,0
11904,1624,26,816,7,1225,7,0
11905,1431,19,881,11,1261,9,0
11906,1383,24,834,14,1149,7,0
11907,1004,32,872,5,1113,7,0
11908,1729,29,853,8,1273,6,0
11909,1028,27,894,13,1182,8,0
11910,1026,33,858,17,1241,5,0
11911,1128,25,835,11,1273,6,0
11912,1490,29,799,6,1252,6,0
11913,1298,23,877,12,1173,6,0
11914,1416,25,793,19,1206,9,0
11915,1759,21,800,9,1277,4,0
11916,1331,32,816,6,1287,9,0
11917,1233,21,791,8,1268,4,0
11918,1688,27,825,15,1142,8,0
11919,1444,24,825,15,1109,7,0
11920,1230,21,908,11,1201,5,0
11921,1011,32,881,9,1181,3,0
11922,1592,28,905,9,1281,5,0
11923,1158,21,793,7,1126,9,0
11924,1573,19,810,7,1243,8,0
11925,1630,18,781,12,1152,9,0
11926,1537,17,826,7,1189,10,0
11927,1299,31,857,14,1231,8,0
11928,1531,17,876,16,1227,4,0
11929,1004,30,876,5,1254,7,0
11930,1090,18,852,18,1275,10,0
11931,1251,27,888,5,1187,8,0
11932,1225,26,907,11,1154,4,0
11933,1667,29,878,8,1117,9,0
11934,1175,19,834,11,1161,9,0
11935,1045,32,838,14,1287,8,0
11936,1066,23,825,16,1189,6,0
11937,1313,25,780,11,1126,3,0
11938,1058,31,834,14,1145,10,0
11939,1437,21,794,12,1184,4,0
11940,1007,27,841,10,1122,4,0
11941,1536,18,851,7,1268,3,0
11942,1644,25,779,19,1122,10,0
11943,1274,30,911,19,1244,6,0
11944,1124,32,850,5,1277,5,0
11945,1553,31,896,12,1234,7,0
11946,1129,23,831,19,1201,9,0
11947,1623,31,794,13,1271,6,0
11948,1764,22,911,18,1154,4,0
11949,1497,28,877,11,1278,5,0
11950,1724,25,865,17,1218,9,0
11951,1056,27,912,5,1268,6,0
11952,1302,32,836,10,1263,10,0
11953,1729,26,830,12,1226,7,0
11954,1596,30,791,18,1180,10,0
11955,1646,20,817,13,1233,8,0
11956,1024,30,791,8,1285,10,0
11957,1629,26,865,19,1276,10,0
11958,1762,28,786,6,1275,10,0
11959,1739,25,784,8,1258,10,0
11960,1169,23,806,12,1289,8,0
11961,1697,18,858,19,1229,10,0
11962,1317,30,837,7,1273,10,0
11963,1440,29,780,7,1105,4,0
11964,1303,31,870,12,1187,5,0
11965,1533,24,874,19,1251,7,0
11966,1193,27,874,19,1176,9,0
11967,1513,29,821,16,1223,4,0
11968,1705,32,833,8,1229,3,0
11969,1315,27,781,17,1163,7,0
11970,1303,28,859,6,1203,6,0
11971,1699,21,866,13,1281,5,0
11972,1201,20,882,10,1193,3,0
11973,1348,29,806,15,1114,4,0
11974,1171,29,800,5,1285,3,0
11975,1157,17,799,19,1125,9,0
11976,1233,26,840,8,1227,7,0
11977,1628,26,872,15,1201,5,0
11978,1694,25,800,12,1261,7,0
11979,1168,27,780,19,1152,6,0
11980,1730,29,795,6,1191,3,0
11981,1431,24,892,19,1267,4,0
11982,1692,18,812,17,1152,6,0
11983,1641,18,832,13,1231,6,0
11984,1699,22,898,14,1277,5,0
11985,1362,23,831,19,1182,4,0
11986,1657,19,823,8,1131,6,0
11987,1713,28,846,19,1252,5,0
11988,1763,22,874,15,1243,5,0
11989,1646,18,834,6,1249,3,0
11990,1637,30,888,15,1267,5,0
11991,1302,25,785,11,1124,9,0
11992,1697,24,882,11,1176,10,0
11993,1476,33,835,14,1199,6,0
11994,1729,26,893,9,1170,8,0
11995,1246,29,879,11,1106,10,0
11996,1301,26,847,8,1161,9,0
11997,1257,27,804,11,1194,9,0
11998,1691,25,893,12,1211,3,0
11999,1143,30,876,8,1131,5,0
12000,1331,19,825,19,1206,6,0
12001,1033,24,878,11,1159,7,0
12002,1774,24,875,9,1270,5,0
12003,1411,26,905,5,1161,10,0
12004,1458,31,873,8,1192,3,0
12005,1146,17,850,15,1232,6,0
12006,1213,19,860,7,1181,8,0
12007,1691,18,791,7,1270,8,0
12008,1203,31,824,18,1149,8,0
12009,1584,28,870,13,1117,6,0
12010,1083,20,857,11,1120,4,0
12011,1112,24,885,8,1216,9,0
12012,1058,29,869,19,1151,7,0
12013,1591,29,842,5,1113,5,0
12014,1150,17,858,11,1275,10,0
12015,1645,19,809,13,1177,3,0
12016,1193,17,826,5,1104,3,0
12017,1034,17,806,18,1233,5,0
12018,1312,29,833,11,1281,5,0
12019,1672,29,794,19,1153,9,0
12020,1634,27,803,19,1166,8,0
12021,1451,32,890,8,1213,3,0
12022,1013,29,872,8,1117,7,0
12023,1070,23,805,10,1202,10,0
12024,1582,33,789,5,1161,4,0
12025,1115,23,798,14,1160,10,0
12026,1518,23,907,15,1270,5,0
12027,1659,19,854,17,1281,10,0
12028,1312,29,876,5,1125,5,0
12029,1179,32,853,12,1248,7,0
12030,1688,32,896,6,1282,3,0
12031,1375,26,882,18,1131,8,0
12032,1221,22,856,12,1144,4,0
12033,1222,19,791,6,1180,6,0
12034,1504,22,900,11,1134,3,0
12035,1341,17,854,16,1118,6,0
12036,1123,27,871,7,1212,4,0
12037,1263,20,815,10,1102,6,0
12038,1325,19,891,9,1170,9,0
12039,1341,20,878,19,1271,7,0
12040,1646,31,832,7,1282,4,0
12041,1599,21,792,7,1227,5,0
12042,1750,30,886,10,1105,4,0
12043,1376,24,911,5,1251,5,0
12044,1088,32,853,18,1201,4,0
12045,1507,21,843,19,1281,10,0
12046,1611,28,836,18,1252,9,0
12047,1505,27,844,10,1280,9,0
12048,1210,18,779,18,1216,3,0
12049,1408,33,829,19,1230,10,0
12050,1694,17,806,11,1171,3,0
12051,1233,18,780,11,1200,7,0
12052,1580,17,813,5,1138,8,0
12053,1550,25,876,15,1214,5,0
12054,1416,19,894,14,1197,4,0
12055,1626,21,795,8,1267,7,0
12056,1709,26,829,11,1272,3,0
12057,1616,21,872,15,1167,5,0
12058,1734,26,843,8,1115,4,0
12059,1399,19,846,15,1140,9,0
12060,1197,22,868,11,1232,9,0
12061,1124,33,784,6,1288,6,0
12062,1067,29,838,6,1285,9,0
12063,1154,24,895,6,1238,3,0
12064,1028,30,891,17,1208,8,0
12065,1573,29,818,10,1245,10,0
12066,1056,17,862,8,1112,5,0
12067,1627,18,886,6,1220,8,0
12068,1748,32,831,6,1275,10,0
12069,1578,29,786,12,1108,8,0
12070,1588,28,854,14,1169,9,0
12071,1564,20,827,17,1222,3,0
12072,1505,23,849,5,1190,4,0
12073,1261,18,808,19,1176,9,0
12074,1011,31,911,9,1252,9,0
12075,1243,17,888,14,1234,9,0
12076,1565,31,905,19,1156,4,0
12077,1626,33,790,7,1174,5,0
12078,1015,21,850,8,1151,8,0
12079,1550,25,829,15,1192,8,0
12080,1440,19,827,15,1219,7,0
12081,1312,22,904,8,1165,9,0
12082,1591,25,861,13,1222,6,0
12083,1626,28,876,13,1139,6,0
12084,1678,24,910,9,1181,7,0
12085,1025,33,836,18,1149,5,0
12086,1405,32,887,13,1271,8,0
12087,1203,33,853,5,1103,8,0
12088,1035,27,876,10,1231,6,0
12089,1435,30,801,11,1273,9,0
12090,1191,18,806,5,1214,4,0
12091,1706,17,850,5,1117,3,0
12092,1120,27,844,19,1226,8,0
12093,1650,22,842,17,1112,6,0
12094,1473,23,822,6,1118,6,0
12095,1111,18,900,14,1110,8,0
12096,1523,18,799,11,1150,5,0
12097,1759,20,806,11,1136,4,0
12098,1712,32,824,5,1186,4,0
12099,1302,24,824,19,1176,5,0
12100,1767,32,871,10,1221,5,0
12101,1532,22,889,10,1162,8,0
12102,1523,30,815,9,1258,9,0
12103,1249,23,880,9,1214,7,0
12104,1550,28,840,10,1276,4,0
12105,1372,31,882,7,1126,10,0
12106,1218,29,886,11,1239,4,0
12107,1171,31,864,5,1131,7,0
12108,1007,18,888,9,1197,9,0
12109,1640,24,801,15,1263,9,0
12110,1727,24,822,19,1156,9,0
12111,1362,20,866,16,1210,9,0
12112,1562,24,884,7,1132,10,0
12113,1354,17,851,12,1153,7,0
12114,1590,33,857,11,1193,8,0
12115,1031,20,863,14,1233,7,0
12116,1158,32,887,7,1254,9,0
12117,1370,25,808,14,1196,3,0
12118,1540,28,853,19,1259,9,0
12119,1687,29,880,6,1111,8,0
12120,1126,28,848,12,1210,4,0
12121,1772,18,814,10,1106,7,0
12122,1535,18,839,11,1197,3,0
12123,1679,32,871,17,1193,3,0
12124,1018,23,792,7,1146,10,0
12125,1028,18,818,12,1101,8,0
12126,1465,18,902,9,1148,3,0
12127,1321,24,835,18,1110,9,0
12128,1017,21,784,18,1265,5,0
12129,1481,22,824,9,1240,5,0
12130,1605,30,852,8,1149,4,0
12131,1151,23,843,13,1259,10,0
12132,1135,31,890,12,1245,3,0
12133,1102,30,827,9,1132,8,0
12134,1403,29,840,11,1130,3,0
12135,1446,19,805,15,1243,4,0
12136,1422,23,870,13,1159,9,0
12137,1003,19,856,11,1280,4,0
12138,1080,31,784,12,1236,5,0
12139,1698,19,843,13,1275,9,0
12140,1143,22,874,9,1158,8,0
12141,1326,30,882,11,1183,4,0
12142,1413,24,819,9,1206,10,0
12143,1336,24,845,8,1285,10,0
12144,1503,32,810,15,1156,9,0
12145,1084,27,832,16,1209,4,0
12146,1360,33,872,10,1184,3,0
12147,1582,28,795,14,1171,5,0
12148,1676,24,886,13,1121,10,0
12149,1014,27,803,6,1220,8,0
12150,1017,17,796,18,1280,6,0
12151,1062,32,825,9,1104,10,0
12152,1049,32,815,13,1141,8,0
12153,1013,19,872,18,1102,3,0
12154,1526,31,824,6,1242,9,0
12155,1513,27,902,13,1216,8,0
12156,1152,24,820,17,1247,6,0
12157,1051,27,878,8,1255,4,0
12158,1396,25,883,19,1214,6,0
12159,1011,26,843,19,1269,7,0
12160,1721,18,820,11,1136,5,0
12161,1280,21,778,17,1167,8,0
12162,1059,20,891,8,1146,9,0
12163,1721,21,791,6,1211,8,0
12164,1099,22,865,8,1172,8,0
12165,1551,20,906,5,1164,8,0
12166,1421,23,785,8,1130,9,0
12167,1122,32,815,11,1250,7,0
12168,1048,33,871,12,1191,10,0
12169,1771,17,877,15,1101,3,0
12170,1109,32,803,7,1246,8,0
12171,1623,31,782,9,1126,10,0
12172,1249,31,819,8,1147,8,0
12173,1564,19,878,8,1171,4,0
12174,1448,17,846,13,1279,6,0
12175,1383,29,848,19,1129,3,0
12176,1520,17,808,17,1128,3,0
12177,1185,26,790,16,1243,8,0
12178,1411,22,812,9,1146,4,0
12179,1762,23,862,11,1247,3,0
12180,1707,19,813,11,1281,10,0
12181,1296,29,898,6,1256,4,0
12182,1483,24,817,13,1124,10,0
12183,1510,23,846,12,1241,10,0
12184,1365,22,853,6,1272,7,0
12185,1407,17,899,7,1127,5,0
12186,1137,27,867,7,1239,5,0
12187,1061,33,778,16,1282,7,0
12188,1596,23,789,15,1175,3,0
12189,1542,31,878,10,1157,7,0
12190,1238,28,843,19,1121,6,0
12191,1422,31,825,7,1183,5,0
12192,1089,23,879,10,1264,3,0
12193,1563,20,852,9,1139,4,0
12194,1036,19,852,16,1233,8,0
12195,1274,30,855,16,1143,4,0
12196,1690,20,831,18,1186,8,0
12197,1538,33,814,13,1101,7,0
12198,1414,33,874,9,1209,10,0
12199,1708,21,881,12,1135,3,0
12200,1141,20,785,9,1166,10,0
12201,1059,24,844,10,1272,3,0
12202,1658,21,851,13,1282,10,0
12203,1073,33,899,14,1157,10,0
12204,1456,27,846,14,1202,5,0
12205,1657,32,898,19,1175,3,0
12206,1453,19,893,14,1231,9,0
12207,1058,19,822,16,1150,9,0
12208,1644,17,791,8,1276,3,0
12209,1198,20,887,8,1194,7,0
12210,1384,30,794,18,1180,9,0
12211,1301,21,898,14,1273,10,0
12212,1703,17,854,10,1141,7,0
12213,1127,22,912,17,1157,10,0
12214,1141,26,827,12,1116,10,0
12215,1674,30,809,8,1248,9,0
12216,1663,23,886,18,1263,5,0
12217,1655,33,807,9,1113,10,0
12218,1110,20,845,7,1224,7,0
12219,1468,30,781,9,1263,10,0
12220,1234,26,792,13,1126,5,0
12221,1425,18,827,18,1259,6,0
12222,1088,29,878,12,1232,4,0
12223,1281,33,780,6,1187,5,0
12224,1559,25,796,17,1104,3,0
12225,1580,18,826,13,1220,4,0
12226,1134,24,806,17,1177,4,0
12227,1569,17,893,17,1224,9,0
12228,1601,25,811,15,1204,5,0
12229,1315,17,825,18,1184,5,0
12230,1553,21,854,7,1211,10,0
12231,1330,31,890,14,1101,10,0
12232,1366,17,860,14,1263,8,0
12233,1671,27,903,19,1168,4,0
12234,1092,29,828,16,1150,10,0
12235,1244,18,852,5,1284,3,0
12236,1359,33,866,17,1182,9,0
12237,1429,27,804,16,1129,3,0
12238,1129,29,799,10,1127,7,0
12239,1140,22,799,13,1204,9,0
12240,1776,17,781,10,1249,4,0
12241,1081,19,911,6,1249,6,0
12242,1155,23,880,16,1184,3,0
12243,1264,17,793,7,1281,10,0
12244,1410,29,888,17,1272,7,0
12245,1248,32,871,7,1191,10,0
12246,1636,32,867,16,1125,10,0
12247,1217,20,880,18,1191,4,0
12248,1210,33,816,18,1112,9,0
12249,1719,24,890,19,1260,8,0
12250,1339,26,820,18,1250,7,0
12251,1391,19,848,18,1202,4,0
12252,1444,25,895,14,1195,8,0
12253,1532,25,819,19,1239,9,0
12254,1424,27,792,18,1131,10,0
12255,1585,25,873,15,1251,6,0
12256,1539,33,888,13,1249,6,0
12257,1314,20,902,19,1104,4,0
12258,1313,23,781,16,1253,6,0
12259,1070,23,822,14,1141,10,0
12260,1698,21,849,7,1192,4,0
12261,1367,21,855,12,1183,8,0
12262,1590,17,876,7,1225,4,0
12263,1484,31,788,15,1213,8,0
12264,1682,21,887,13,1142,3,0
12265,1397,29,908,5,1241,5,0
12266,1108,18,844,17,1279,6,0
12267,1204,32,884,15,1207,4,0
12268,1207,28,849,9,1128,9,0
12269,1141,33,883,5,1126,3,0
12270,1600,19,874,5,1122,8,0
12271,1009,25,882,19,1176,7,0
12272,1321,27,866,6,1214,6,0
12273,1336,30,833,18,1102,5,0
12274,1666,29,840,15,1252,7,0
12275,1727,20,804,18,1155,10,0
12276,1402,29,823,13,1254,6,0
12277,1776,20,810,8,1285,9,0
12278,1042,22,805,11,1219,8,0
12279,1553,21,873,16,1125,5,0
12280,1722,18,905,14,1240,6,0
12281,1314,25,869,14,1147,5,0
12282,1415,24,894,12,1171,6,0
12283,1701,23,792,12,1276,3,0
12284,1533,29,860,14,1165,10,0
12285,1321,24,863,19,1180,9,0
12286,1455,18,823,18,1100,5,0
12287,1247,33,891,5,1238,3,0
12288,1294,23,795,17,1257,10,0
12289,1440,18,783,19,1133,10,0
12290,1480,21,877,15,1214,5,0
12291,1013,33,881,17,1226,10,0
12292,1258,26,779,18,1100,4,0
12293,1661,17,887,8,1260,4,0
12294,1517,29,851,7,1138,5,0
12295,1686,20,828,5,1177,9,0
12296,1059,31,791,9,1202,9,0
12297,1399,28,884,6,1279,6,0
12298,1314,18,853,10,1197,5,0
12299,1567,20,912,11,1267,6,0
12300,1506,33,828,15,1100,6,0
12301,1617,25,867,15,1266,9,0
12302,1059,18,835,17,1145,6,0
12303,1288,25,842,14,1133,3,0
12304,1736,32,888,6,1153,7,0
12305,1083,25,857,9,1146,9,0
12306,1193,33,817,10,1124,5,0
12307,1061,25,870,6,1202,4,0
12308,1666,21,909,13,1260,5,0
12309,1505,25,852,7,1273,3,0
12310,1762,20,825,14,1161,10,0
12311,1730,22,901,18,1141,4,0
12312,1376,21,881,7,1116,3,0
12313,1375,33,885,12,1152,4,0
12314,1337,21,872,16,1169,10,0
12315,1761,26,870,5,1129,6,0
12316,1440,31,790,13,1209,10,0
12317,1252,17,862,15,1225,5,0
12318,1649,18,903,8,1277,9,0
12319,1653,32,780,8,1259,4,0
12320,1471,18,798,9,1115,8,0
12321,1054,20,793,17,1113,3,0
12322,1282,30,809,7,1224,5,0
12323,1306,24,858,18,1149,6,0
12324,1640,31,787,19,1206,8,0
12325,1650,20,811,15,1174,6,0
12326,1250,31,800,7,1186,10,0
12327,1245,19,881,9,1235,5,0
12328,1384,20,850,13,1106,9,0
12329,1035,30,872,14,1282,9,0
12330,1512,30,808,16,1258,6,0
12331,1672,19,802,6,1185,10,0
12332,1725,20,878,19,1274,7,0
12333,1740,25,833,15,1149,5,0
12334,1560,32,836,18,1102,3,0
12335,1438,29,816,17,1262,3,0
12336,1623,25,899,13,1186,9,0
12337,1360,24,835,8,1147,7,0
12338,1311,24,856,8,1167,5,0
12339,1584,26,786,6,1264,9,0
12340,1727,27,907,6,1234,8,0
12341,1025,18,882,16,1155,5,0
12342,1775,20,791,17,1281,5,0
12343,1075,18,906,9,1160,7,0
12344,1437,32,785,13,1231,8,0
12345,1476,26,794,7,1121,6,0
12346,1548,33,872,5,1126,10,0
12347,1139,20,897,6,1285,9,0
12348,1720,31,882,15,1177,7,0
12349,1586,24,888,16,1127,4,0
12350,1427,31,886,18,1189,7,0
12351,1564,22,895,11,1170,6,0
12352,1265,30,808,7,1249,5,0
12353,1271,32,850,13,1216,9,0
12354,1718,26,784,5,1173,8,0
12355,1486,25,800,7,1204,7,0
12356,1533,32,836,7,1152,9,0
12357,1355,18,883,6,1141,6,0
12358,1087,31,791,5,1237,6,0
12359,1283,31,850,15,1281,3,0
12360,1380,24,893,8,1242,3,0
12361,1010,20,800,16,1229,5,0
12362,1517,31,790,6,1135,3,0
12363,1658,21,905,18,1180,9,0
12364,1337,19,797,7,1146,7,0
12365,1161,17,844,18,1259,6,0
12366,1293,32,879,19,1253,5,0
12367,1203,18,887,8,1219,4,0
12368,1452,31,836,18,1237,4,0
12369,1705,30,874,14,1153,8,0
12370,1745,28,903,8,1163,5,0
12371,1559,18,857,16,1236,9,0
12372,1223,18,880,5,1276,10,0
12373,1412,23,818,13,1146,4,0
12374,1080,30,889,16,1202,10,0
12375,1611,19,846,7,1275,6,0
12376,1426,17,833,5,1234,8,0
12377,1536,32,894,12,1255,4,0
12378,1009,19,889,12,1123,7,0
12379,1705,19,885,6,1227,8,0
12380,1094,18,911,9,1141,7,0
12381,1304,21,825,5,1208,6,0
12382,1106,23,821,18,1217,8,0
12383,1379,31,813,9,1125,6,0
12384,1753,21,866,16,1255,8,0
12385,1218,19,901,12,1243,8,0
12386,1297,28,798,19,1106,7,0
12387,1497,29,890,12,1104,3,0
12388,1126,29,820,10,1137,5,0
12389,1398,22,886,11,1216,10,0
12390,1495,20,856,13,1223,7,0
12391,1605,26,893,16,1167,8,0
12392,1102,21,909,17,1243,8,0
12393,1309,22,785,5,1159,7,0
12394,1463,23,809,13,1194,8,0
12395,1106,28,836,11,1289,3,0
12396,1015,18,911,11,1132,7,0
12397,1026,32,909,7,1220,9,0
12398,1498,33,797,16,1195,7,0
12399,1613,31,835,17,1286,4,0
12400,1006,22,828,17,1178,4,0
12401,1328,26,886,14,1177,5,0
12402,1616,17,815,14,1134,8,0
12403,1757,25,802,8,1163,4,0
12404,1665,27,783,9,1167,9,0
12405,1388,23,789,12,1236,3,0
12406,1258,18,803,19,1180,8,0
12407,1640,22,907,6,1178,9,0
12408,1188,26,844,11,1130,10,0
12409,1648,18,863,15,1262,10,0
12410,1577,29,888,18,1212,8,0
12411,1106,17,808,11,1159,7,0
12412,1130,24,801,5,1270,9,0
12413,1477,20,862,11,1158,10,0
12414,1194,32,833,16,1195,9,0
12415,1726,21,792,17,1271,3,0
12416,1673,29,889,18,1181,8,0
12417,1481,21,850,6,1231,7,0
12418,1058,18,822,8,1188,9,0
12419,1368,28,783,12,1204,10,0
12420,1462,22,877,9,1150,9,0
12421,1106,18,904,11,1162,10,0
12422,1063,25,780,7,1245,9,0
12423,1651,19,806,15,1161,7,0
12424,1285,33,813,9,1189,6,0
12425,1175,17,879,13,1191,4,0
12426,1411,26,861,13,1279,4,0
12427,1650,27,865,14,1121,4,0
12428,1408,26,871,10,1200,8,0
12429,1177,32,826,12,1154,7,0
12430,1493,31,825,14,1141,6,0
12431,1121,21,883,8,1256,5,0
12432,1169,17,900,6,1104,8,0
12433,1675,18,870,18,1273,4,0
12434,1124,25,794,11,1216,5,0
12435,1643,19,884,9,1123,4,0
12436,1768,28,830,19,1143,4,0
12437,1127,23,883,14,1141,7,0
12438,1562,32,882,15,1112,3,0
12439,1659,18,864,8,1105,9,0
12440,1464,30,818,11,1136,9,0
12441,1658,27,859,6,1192,5,0
